,time,Xp,Acc,Vp,Pc,Pt,Pwf,PL,La,Ltt,Ltb,Fout,mga,mgtt,mgtb
10,5.0,5.903802112837061,0.9671293512394197,3.263587338996283,1.6009800065729272,1.5142682527536668,2.1623070276237746,1.1,0.0,5.0,3.424095484563315,1014.4901756725437,472.2460195783515,91.02223708924829,0.0842879802619818
11,5.5,8.00639800037325,1.883208872152192,4.205191775072379,1.6008939018705841,1.5094714275824281,2.162171245466569,1.1,0.0,5.0,3.2238931110054363,1005.4955785748696,472.2123658392052,90.56268113641406,0.16242873093011967
12,6.0,10.6399942872287,2.124001597277033,5.267192573710895,1.600801337358661,1.5051140677532464,2.1620252821306565,1.1,0.0,5.0,3.2751696104255323,997.3267527619378,472.1605424681646,90.10685869828639,0.24970472064339705
13,6.5,13.691723970360208,1.6725335851042473,6.103459366263019,1.6006884064794968,1.5006384685628413,2.161847211243891,1.1,0.0,5.0,3.330445824375493,988.9377284505233,472.0941770351829,89.65487041531856,0.3513799808951641
14,7.0,17.201252887067994,1.83119693430511,7.019057833415574,1.6005432628591956,1.4962852085722447,2.161618359490862,1.1,0.0,5.0,3.3973633110514436,980.7792077283544,472.012554555148,89.20661093717501,0.4678952235856874
15,7.5,21.053992582872475,1.3728431163867718,7.70547939160896,1.6003643851162863,1.4920625725601377,2.1613363810667776,1.1,0.0,5.0,3.4827276655242017,972.8663891687144,471.9185931842555,88.76196796709999,0.5960882539744483
16,8.0,25.261436637031373,1.418817433417681,8.4148881083178,1.6001585921583623,1.4879429522826035,2.161011950770722,1.1,0.0,5.0,3.5874352709219863,965.1472488768568,471.81406964535256,88.32085298555866,0.7341506646536118
17,8.5,29.692773200413114,0.8955700368913622,8.862673126763482,1.5999300807478454,1.4839290975500739,2.1606517384333355,1.1,0.0,5.0,3.707635094504744,957.6266862093884,471.7027284556143,87.88317523379351,0.8784767059944789
18,9.0,34.215922900447666,0.36725254661124396,9.046299400069104,1.5996868715651726,1.4799894933513886,2.1602683958884636,1.1,0.0,5.0,3.8408938929511836,950.2454278158942,471.58736076382485,87.44887104358986,1.0263630173538167
19,9.5,38.95985446576973,0.8831274611500426,9.487863130644126,1.599435194072634,1.4760924657694605,2.159871747514606,1.1,0.0,5.0,3.982622155232841,942.9439251912626,471.46273568116607,87.01790396303372,1.1832055596729443
20,10.0,43.98941535424407,1.142517292609126,10.05912177694869,1.5991635051741573,1.4722692767799395,2.159443608467761,1.1,0.0,5.0,4.1301657544709345,935.780559629039,471.3289553693634,86.5902108573777,1.3489976598116646
21,10.5,49.26938069217235,1.0016177978157064,10.559930675856542,1.598871435534246,1.468527983580945,2.158983407730844,1.1,0.0,5.0,4.288303914247175,928.7702535381146,471.1912528486124,86.16572177167356,1.5183351033643118
22,11.0,54.569067829435454,0.07888719733933947,10.599374274526213,1.5985706492017782,1.4648748494978356,2.1585095321861902,1.1,0.0,5.0,4.458146060453521,921.9245893060186,471.0495926141604,85.74436145730964,1.691213998709658
23,11.5,60.08963963445578,0.8835386710288713,11.041143610040649,1.5982616643037446,1.4612464166533317,2.158022803168959,1.1,0.0,5.0,4.632997091416719,915.1244996649648,470.90736097875435,85.32610908468205,1.8644884515482099
24,12.0,65.57499501762453,-0.1408656874063059,10.970710766337497,1.5979513577506397,1.4576918820142282,2.1575340564149093,1.1,0.0,5.0,4.812566935394594,908.4620401751978,470.76187416875155,84.91090175072422,2.0408528191521
25,12.5,71.17128540562933,0.4437400193441938,11.192580776009594,1.5976341610023004,1.4543603417955868,2.1570345237304114,1.1,0.0,5.0,4.992893456439776,902.2166195806655,470.6128270032914,84.49854885021527,2.2207544192460573
26,13.0,76.88747865681201,0.4796114527115236,11.432386502365356,1.5973088675923248,1.4508583909812236,2.1565222554110335,1.1,0.0,5.0,5.177180942343605,895.6506039368398,470.4637002516885,84.08919690927274,2.400597731550455
27,13.5,82.63075019662034,0.10831315450264789,11.48654307961668,1.5969832154352068,1.4474072421984787,2.1560095475996426,1.1,0.0,5.0,5.36614230565992,889.1785304570826,470.3144688303315,83.68280299217257,2.5803824623484304
28,14.0,88.42017079243415,0.18459622402188458,11.578841191627623,1.5966575721710523,1.4439826233417408,2.1554969243742623,1.1,0.0,5.0,5.555295206767309,882.7547523422055,470.1581148873224,83.27934502579687,2.7672871298293016
29,14.5,94.38655405336907,0.7078506604844179,11.932766521869832,1.5963162839410163,1.4405893724622745,2.154959748732231,1.1,0.0,5.0,5.744448565994536,876.3882091585507,470.00182719105624,82.87879685125057,2.954129811525572
30,15.0,100.38181688261764,0.1155182732546507,11.990525658497157,1.5959743244237092,1.4372598331999562,2.1544215941108624,1.1,0.0,5.0,5.942591060409694,870.1394826446996,469.83094315333176,82.48110462110448,3.15525142166835
31,15.5,106.7100514334187,1.3318868862099187,12.656469101602116,1.5956010132049951,1.4339570817512832,2.1538341933531724,1.1,0.0,5.0,6.141125197366575,863.9391770571203,469.6744617858236,82.08624620485362,3.3419609079612407
32,16.0,112.80454963762614,-0.9349453863744657,12.188996408414884,1.595257680696333,1.4307568453760025,2.153294040964274,1.1,0.0,5.0,6.357667572460135,857.9294022681933,469.5030753789818,81.69413452149577,3.5429358880117543
33,16.5,119.23723607201029,1.3527529207068625,12.865372868768315,1.594884364964736,1.427517480438533,2.152706805703162,1.1,0.0,5.0,6.557003257334567,851.844055367103,469.33237616841063,81.30480411082877,3.7438441107078884
34,17.0,125.64091848167274,-0.11601609888681175,12.80736481932491,1.5945097415609373,1.4243826122636476,2.1521176061090084,1.1,0.0,5.0,6.773564243334116,845.9528482945552,469.1611450547858,80.9181662423641,3.944673032267945
35,17.5,132.15562964524884,0.44411501565456035,13.02942232715219,1.594135085229933,1.4212594935329836,2.151528451100965,1.1,0.0,5.0,6.990883761295105,840.0814455475735,468.98996537343083,80.53421186464902,4.145428567173607
36,18.0,138.685199172665,0.05943345536024758,13.059139054832315,1.5937604546477178,1.4181837351494995,2.150939425552464,1.1,0.0,5.0,7.208228478747948,834.2967019745471,468.81886306154263,80.15290137060808,4.346111010820731
37,18.5,145.26296079846583,0.19276839353870834,13.155523251601668,1.593385851447243,1.415130956278629,2.1503505355708006,1.1,0.0,5.0,7.425567403746872,828.5526871935441,468.6478391808139,79.77421614538186,4.546720407796259
38,19.0,151.91083280740767,0.2804415325640175,13.295744017883678,1.5930112759137243,1.4121096969503018,2.1497617814810708,1.1,0.0,5.0,7.86022919900791,822.8653794848442,468.4768937746433,79.39813027133015,4.747256792418813
39,19.5,158.59467619652094,0.14388552068565197,13.367686778226503,1.5926367281686233,1.4091254511269224,2.1491731633509836,1.1,0.0,5.0,8.077551945822227,817.2450529996858,468.3060268116988,79.02461313507118,4.947720198239891
40,20.0,165.27505033372293,-0.01387700764505162,13.360748274403978,1.5922622083259677,1.4061695243700398,2.1485846812366707,1.1,0.0,5.0,8.294866512356515,811.6752660498066,468.1209457972324,78.65364163780195,5.162403118866494
41,20.5,172.13750490763965,0.7283217468588941,13.724909147833426,1.591856369593121,1.4032319515841944,2.1479470917531533,1.1,0.0,5.0,8.512172873351693,806.13715178727,467.9502417230725,78.28520130370347,5.362714561178503
42,21.0,178.89020878041998,-0.4390028045455452,13.505407745560653,1.591480511958939,1.4003600190136405,2.1473567001231832,1.1,0.0,5.0,8.747478306564572,800.7198289614851,467.76469874681914,77.91923692574647,5.577228015885251
43,21.5,185.8504104309216,0.829991110885242,13.920403301003274,1.5910746686363204,1.3974789447350522,2.146719311281714,1.1,0.0,5.0,8.965569565758265,795.2821693831215,467.59412983065715,77.5557577987264,5.77738707348295
44,22.0,192.67086439247794,-0.5589907557812204,13.640907923112664,1.5906988668390918,1.394670313987361,2.1461291995977336,1.1,0.0,5.0,9.20089553890599,789.9781054102327,467.408760165569,77.19470286354257,5.991737621865972
45,22.5,199.6880058501266,0.7867499843692247,14.034282915297275,1.5902930814982534,1.391844586559882,2.145492109139333,1.1,0.0,5.0,9.418971418547986,784.6384806433127,467.22408946639655,76.83608837305071,6.206009801973029
46,23.0,206.69167122510962,-0.05390433066248512,14.007330749966034,1.5898859888061248,1.3892908302342049,2.144853074079392,1.1,0.0,5.0,9.65428217812492,779.8098294872435,467.05316016549546,76.47968078971013,6.405931657738345
47,23.5,213.6683071243468,-0.10811790298335033,13.953271798474358,1.5895102173502136,1.3865500520711387,2.1442633025024502,1.1,0.0,5.0,9.890353506684805,774.6242945235525,466.86802859177146,76.125643225206,6.620034469032515
48,24.0,220.75272060587278,0.43111032915526515,14.168826963051991,1.589104518694916,1.383817528152254,2.14362666261454,1.1,0.0,5.0,10.108437324163592,769.4508673764653,466.683621364199,75.77397014573062,6.834059290298518
49,24.5,227.8586285490199,0.0859778464844787,14.21181588629423,1.5886975150032916,1.3811323005295788,2.1429880821507084,1.1,0.0,5.0,10.343726103598135,764.363422743444,466.49869755416245,75.42462225347198,7.047993347933185
50,25.0,235.01996872448652,0.22172892927801158,14.322680350933236,1.5882904825312347,1.3784714436000043,2.1423495641253787,1.1,0.0,5.0,10.579774432833592,759.318519168517,466.31383735255616,75.07758010528497,7.261842531875815
51,25.5,242.21377345940328,0.1298582378006259,14.38760946983355,1.58788347832955,1.3758438888972278,2.1417111979062944,1.1,0.0,5.0,10.815849038833143,754.3330611331883,466.1432982244689,74.73281653192868,7.461375499369919
52,26.0,249.34229487155977,-0.26113329104115124,14.257042824312974,1.587507858617532,1.373243557878518,2.141122151160488,1.1,0.0,5.0,11.051917191162211,749.3954963445042,465.9586114754054,74.39030964407105,7.675062108113303
53,26.5,256.5670808652608,0.3850583261780862,14.449571987402017,1.5871023076335784,1.3706448725773974,2.1404863117845827,1.1,0.0,5.0,11.269958777410432,744.4571715001479,465.7746493272761,74.05005978909115,7.888670935295526
54,27.0,263.7891878405789,-0.01071607353144266,14.444213950636296,1.5866954578488763,1.3680904221473122,2.1398485002792205,1.1,0.0,5.0,11.505195295212161,739.5989752609225,465.59017160005817,73.71203034467231,8.10218921533912
55,27.5,271.07677377943725,0.2619158541607298,14.575171877716661,1.5862885789798575,1.3655538857168246,2.1392107500629236,1.1,0.0,5.0,11.741203692304156,734.7708454867294,465.4057568691415,73.37620756911018,8.31562282158199
56,28.0,278.37678387842266,0.04969664050828193,14.600020197970803,1.585881728778984,1.3630533709767771,2.1385731510689436,1.1,0.0,5.0,11.97723879746764,730.0072311700112,465.2214313369136,73.04256197598713,8.528972059957967
57,28.5,285.71506085850893,0.15306752440356064,14.676553960172583,1.5854749104607904,1.3605747028453126,2.137935709111761,1.1,0.0,5.0,12.213267639318676,725.281123679813,465.03719612043125,72.71107642302451,8.742236983530455
58,29.0,293.0665360983401,0.052793038979478624,14.702950479662324,1.5850681240724447,1.3581247894863153,2.137298423646778,1.1,0.0,5.0,12.449288080532941,720.6056769985222,464.853051250989,72.3817277559919,8.955417634410038
59,29.5,300.4501860141126,0.12869870376529846,14.767299831544973,1.5846613697379768,1.3556968984885753,2.136661294716374,1.1,0.0,5.0,12.68530031551276,715.9680290537704,464.66899667784276,72.05449869919485,9.168514053855155
60,30.0,307.85212475646273,0.07315530631049327,14.80387748470022,1.5842546475967942,1.3532961053063597,2.136024322410395,1.1,0.0,5.0,12.921304323371427,711.3778604969747,464.4992138078592,71.72936755245304,9.367344833165497
61,30.5,315.2013013236221,-0.211048700762964,14.698353134318737,1.5838793156815603,1.3509186415926282,2.1354366047692603,1.1,0.0,5.0,13.15730006577003,706.8279593448885,464.3082450723197,71.40631591178148,9.587367539844944
62,31.0,322.6446837181721,0.37682330956248755,14.886764789099981,1.5834583776810747,1.3485454704435107,2.134777581644538,1.1,0.0,5.0,13.375259278126835,702.2818259877878,464.1250906339506,71.08534205513119,9.80022144100074
63,31.5,330.07461313084104,-0.053811927524098024,14.859858825337932,1.5830511134166794,1.3462162096189179,2.1341400740670933,1.1,0.0,5.0,13.619448233327546,697.8153471727571,463.94110478698923,70.76640957685332,10.012981832364368
64,32.0,337.5573473169875,0.2112190939099161,14.96546837229289,1.5826444916078675,1.343901572876086,2.133503677854951,1.1,0.0,5.0,13.855786310225648,693.3723914427203,463.75748453081627,70.44950772585757,10.225660973960709
65,32.5,345.0412096772899,0.004512696623692136,14.967724720604735,1.582237846635488,1.341619595365211,2.132867522615632,1.1,0.0,5.0,14.091765464787718,688.9875757645641,463.57396662671675,70.1346099295687,10.438256254160843
66,33.0,352.5485024199747,0.09372152952976798,15.014585485369619,1.58183132093123,1.339356139056434,2.1322314865794287,1.1,0.0,5.0,14.327705336153317,684.6337473493774,463.4046878376482,69.82170202543693,10.636619567799013
67,33.5,360.0094829276923,-0.18524893986874424,14.921961015435247,1.5814561877382767,1.3371173142960002,2.131644659511222,1.1,0.0,5.0,14.5636506585962,680.3226524745664,463.2213440068482,69.51076448234421,10.849053483335188
68,34.0,367.52305741384987,0.2103759137596377,15.027148972315066,1.5810511276241395,1.3348840769369064,2.131011117737483,1.1,0.0,5.0,14.781553657500798,676.0175740179884,463.03872194122766,69.2017945505213,11.061410208587459
69,34.5,375.0397155518944,0.012334607548016407,15.033316276089074,1.580644765910281,1.3326835493644205,2.130376023887388,1.1,0.0,5.0,15.016676617456861,671.77077950056,462.8555853819786,68.89476559163008,11.27367701808872
70,35.0,382.580952485378,0.0983151817563801,15.082473866967264,1.5802383837626413,1.3305019844145236,2.129740621594305,1.1,0.0,5.0,15.25241932380132,667.5557674353197,462.6725166131886,68.58966307968414,11.48585982485624
71,35.5,390.151145877481,0.11582583447735395,15.14038678420594,1.5798323134849177,1.3283453262728493,2.1291050372889635,1.1,0.0,5.0,15.488324722376063,663.3840300113673,462.5036521534173,68.28646723625837,11.683838304930672
72,36.0,397.67825472810034,-0.17233816593448914,15.054217701238695,1.5794573366410338,1.326214709598996,2.1285189321500466,1.1,0.0,5.0,15.724346395025862,659.2577970155224,462.31368839595535,67.98515726381646,11.90291771179142
73,36.5,405.2780357641047,0.2906887415399879,15.199562072008689,1.579036768123494,1.3240902087742228,2.127861548854219,1.1,0.0,5.0,15.94220768150246,655.1384529348466,462.13151033875056,67.68573001381945,12.114859246517208
74,37.0,412.87462515141345,-0.01276659478241271,15.193178774617483,1.5786298622064776,1.321998224099598,2.1272257465910673,1.1,0.0,5.0,16.18634859629376,651.0771860872154,461.96260556785916,67.38815894240308,12.312603724616027
75,37.5,420.44786142744067,-0.09341244512599722,15.146472552054483,1.5782549677412256,1.3199289064443829,2.1266400555582523,1.1,0.0,5.0,16.422596511646674,647.0549369644851,461.7799560553905,67.0924262167413,12.524377868399046
76,38.0,428.0633120146369,0.16885724467600305,15.230901174392486,1.5778501738742092,1.3178711841400457,2.1260077526135093,1.1,0.0,5.0,16.64043931415008,643.0501737904449,461.59803921900624,66.79852384498216,12.736075258347878
77,38.5,435.6764147801724,-0.009391286642930652,15.22620553107102,1.5774440738481204,1.3158432591132727,2.1253735129911715,1.1,0.0,5.0,16.875492662274155,639.0983396583526,461.42969699350164,66.50642763621241,12.933595337485942
78,39.0,443.2786235402501,-0.04357602183122289,15.20441752015541,1.5770693128003066,1.313832460241804,2.124788309965264,1.1,0.0,5.0,17.11130843996541,635.17478429617,461.2473230958208,66.21612466578341,13.145125869617932
79,39.5,450.90876450093754,0.1117288024387939,15.260281921374807,1.5766646222678988,1.3118364455457043,2.124156469961169,1.1,0.0,5.0,17.329104428878395,631.2749259909918,461.0656677230816,65.927604103092,13.3565796259278
80,40.0,458.55550915331304,0.06641476675247837,15.293489304751045,1.5762586239811733,1.3098661566625105,2.1235226913556233,1.1,0.0,5.0,17.564130752787225,627.4201668888901,460.8975704074191,65.6408453358076,13.553872435285706
81,40.5,466.1821593450679,-0.08037784248276125,15.253300383509664,1.5758839657929915,1.3079182670481624,2.122937927410936,1.1,0.0,5.0,17.799920671404465,623.6040562373782,460.7295238873739,65.35583069987887,13.751093204288788
82,41.0,473.8000385952935,-0.035083766116899895,15.235758500451215,1.5755105999242744,1.3059823584992862,2.12235429324558,1.1,0.0,5.0,18.01768780611807,619.806189506777,460.5410919129331,65.07255185702701,13.969340735465659
83,41.5,481.4801661247525,0.2489931169335371,15.360255058917984,1.5750904109010762,1.3040617135645705,2.1216986439803387,1.1,0.0,5.0,18.235080415477302,616.0329854358171,460.3738504366602,64.79099753532574,14.16641607557293
84,42.0,489.10869798078625,-0.20638269370091145,15.257063712067527,1.57471521408665,1.302176520470701,2.121113318119829,1.1,0.0,5.0,18.479077912903676,612.3241837759325,460.20575748620854,64.51113830002465,14.363410241442901
85,42.5,496.7531308556129,0.06360407517142264,15.288865749653239,1.5743420673940192,1.3002940337585673,2.1205312775796568,1.1,0.0,5.0,18.69718360613415,608.6153927334889,460.01757720632037,64.2329741462711,14.581410061042687
86,43.0,504.4451236731161,0.19023977070640186,15.38398563500644,1.5739219946400607,1.2984338247382314,2.1198761447037944,1.1,0.0,5.0,18.9141192839058,604.9451474300128,459.85059106695377,63.95648745695749,14.778262065080416
87,43.5,512.0902168202963,-0.18759868129183133,15.290186294360524,1.5735469025212987,1.2968010410141368,2.119291255019977,1.1,0.0,5.0,19.158073378878296,601.719137134443,459.6827396883057,63.68147519703653,14.975032860137103
88,44.0,519.7518838169935,0.06629539806772478,15.323333993394385,1.5731775694763297,1.2949709743660505,2.1187005487921677,1.1,0.0,5.0,19.376149558929388,598.0982444032495,459.51586752862755,63.408117845247084,15.171741499878223
89,44.5,527.3911685076283,-0.0895292242497252,15.278569381269524,1.5728043736154431,1.2931648929127268,2.1181188482535362,1.1,0.0,5.0,19.596415686779462,594.519404373384,459.3489954335817,63.136396181644656,15.368378093883823
90,45.0,535.0346727199286,0.016878086662288183,15.287008424600668,1.572431466780618,1.2913694099300894,2.117537684194446,1.1,0.0,5.0,19.8133990149616,590.9561178530979,459.16829494373263,62.86630309758742,15.578963772139705
91,45.5,542.6850844368515,0.027630018490274466,15.300823433845805,1.5720272366945969,1.2895930880807345,2.116907800759913,1.1,0.0,5.0,20.030226055030447,587.4253861881581,459.00170122867854,62.59782371406657,15.775453235120638
92,46.0,550.3581838809469,0.09075090868972424,15.346198888190667,1.5716539177729907,1.2878362325041866,2.116328238958239,1.1,0.0,5.0,20.265093906947058,583.9278673599007,458.83455582319675,62.330942851346734,15.971864961081883
93,46.5,558.011832313495,-0.07780404618861603,15.307296865096358,1.5712811616969047,1.2861033940089637,2.1157475659824847,1.1,0.0,5.0,20.48141587257011,580.4726987400638,458.6681326920224,62.065641153509496,16.168212130193265
94,47.0,565.672078599756,0.026391414851250516,15.320492572521983,1.570908403837825,1.2843821175984644,2.1151669757669125,1.1,0.0,5.0,20.698190151994083,577.0350892061889,458.5017699127263,61.80191059527593,16.364488082426334
95,47.5,573.3239539167104,-0.03348387722640922,15.303750633908779,1.5705356787094706,1.28268013260753,2.1145865219675577,1.1,0.0,5.0,20.914975600350296,573.6304988416399,458.3354828174127,61.53973608542519,16.5606930053271
96,48.0,580.9789956992626,0.01266586239098011,15.310083565104268,1.5701629879616468,1.2809929294593247,2.1140062070405277,1.1,0.0,5.0,21.131752385323825,570.2499483846618,458.16927206191116,61.27910663665624,16.756826938479524
97,48.5,588.6346155111386,0.0023121172954159164,15.311239623751977,1.5697857785572298,1.2793239206533065,2.1134167403819983,1.1,0.0,5.0,21.3485195932036,566.9003141909476,458.00313764321794,61.02000811886932,16.95288991481139
98,49.0,596.2859013894833,-0.017335734124969804,15.302571756689492,1.5694129038480635,1.2776722720884581,2.1128363191426214,1.1,0.0,5.0,21.568713643236485,563.5799767120408,457.83696012206855,60.76242714216997,17.148880709256165
99,49.5,603.9417681275406,0.01832343885012122,15.311733476114552,1.5690394379762116,1.2760364845624708,2.112257995924874,1.1,0.0,5.0,21.78560437044555,560.2859675710994,457.67097344736385,60.50635167334322,17.344801767331276
100,50.0,611.5972784632007,-0.00142560958889959,15.311020671320103,1.5686878397304025,1.2744191917906218,2.111559544956051,1.1,0.0,5.0,22.001760693651587,557.0236444057283,457.5050881837315,60.251767230496746,17.540652229432972
101,50.5,619.2561189518835,0.01332061209104296,15.317680977365624,1.5683118584643692,1.272818849022051,2.1109748945415454,1.1,0.0,5.0,22.262417732484973,553.789953742122,457.33773382423885,59.99866072731083,17.736415597578343
102,51.0,626.9203023581102,0.021371670175646784,15.328366812453448,1.5679592151227781,1.2712365279229387,2.11041535031432,1.1,0.0,5.0,22.48100798725281,550.5871240462465,457.17191741727385,59.74701805895822,17.932122909998647
103,51.5,634.5854006765962,0.0036596490370364165,15.330196636971966,1.5675872528346821,1.2696727768707263,2.1098371512779286,1.1,0.0,5.0,22.690345293346137,547.4163398645704,457.0064979582612,59.49682457922154,18.127762812775906
104,52.0,642.2537979274894,0.013195729628458608,15.336794501786194,1.5672147827747176,1.2681261999894227,2.1092582463275042,1.1,0.0,5.0,22.90662979896934,544.2748438829572,456.8688081910339,59.24806690209794,18.29543427764253
105,52.5,649.8136290480898,-0.4342645211710021,15.119662241200693,1.5654437186668722,1.2665974788362184,2.1074798542528717,1.1,0.0,5.0,23.123217420761378,541.1640927631018,456.70327642494397,59.00073097582573,18.49094213126837
106,53.0,657.480594886663,0.42853887189170514,15.333931677146545,1.5665603426078356,1.2650525805729744,2.1084282004311428,1.1,0.0,5.0,23.784301930992928,538.0147248587385,456.6060452698741,58.75483444998348,18.60258960218464
107,53.5,664.8533778068226,-1.1767316736546096,14.745565840319241,1.5649168374693008,1.263557561585083,2.1065098558414843,1.1,0.0,5.0,23.435077082957346,534.9614701135495,456.4323889184274,58.51033339660631,18.826064035528493
108,54.0,672.4971174390749,1.0838268483712987,15.28747926450489,1.564442669906602,1.2619891646339565,2.105771444726676,1.1,0.0,5.0,24.14822902819289,531.752344008048,456.33343418466444,58.26729905580015,18.937626852424454
109,54.5,679.8130133838914,-1.3113747497436918,14.631791889633044,1.5642538627260418,1.2605217937354418,2.1054774586841942,1.1,0.0,5.0,24.42420433303341,528.7442373982522,456.15217640821936,58.02563955276428,19.146811647173898
110,55.0,687.3687273821214,0.9592722136536604,15.111427996459874,1.5651725888710921,1.2589698050144522,2.1067304777184814,1.1,0.0,5.0,24.534700969287545,525.5565489981018,455.9662955868403,57.78543696431987,19.36641531243747
111,55.5,694.8789001732545,-0.18216482838724346,15.020345582266252,1.5634838289726596,1.2575098526867543,2.1042786940199005,1.1,0.0,5.0,24.07300524087824,522.5520387081538,455.79684910133835,57.54660756996852,19.58961865980618
112,56.0,702.48761336079,0.3941615856096732,15.217426375071089,1.5646218925981779,1.256052137894574,2.105263428121852,1.1,0.0,5.0,24.98445697430889,519.5463473436324,455.69121933774,57.30915190951355,19.700955639004363
113,56.5,709.8886556947633,-0.8306834142489432,14.802084667946616,1.5628555564067341,1.2546419004908398,2.1033008943565585,1.1,0.0,5.0,24.621359237021068,516.6329362640099,455.5184886403303,57.07302780678317,19.9239884543411
114,57.0,717.4672350287149,0.7101479999128077,15.157158667903019,1.5640078549568177,1.2531833994251331,2.1043099048446803,1.1,0.0,5.0,25.351668220777213,513.6138901707304,455.41921622102757,56.8382835416509,20.03532255496901
115,57.5,724.791669226094,-1.0165805462898394,14.6488683947581,1.5622422751910743,1.251797730303301,2.102346664544276,1.1,0.0,5.0,24.979443918751986,510.73990780376397,455.13573506396193,56.604852813577594,20.36942446373001
116,58.0,732.6171771254812,2.0042948080327694,15.651015798774484,1.5631433916508937,1.2503486810733062,2.1029678857915997,1.1,0.0,5.0,25.710249046411363,507.7284119239057,455.0921149823979,56.37279847232091,20.42510508807892
117,58.5,739.8461228700762,-2.386248619168902,14.457891489190033,1.561492173930698,1.2490694664169533,2.1011798702215914,1.1,0.0,5.0,25.481832878023795,505.06462675983335,454.9150151276587,56.14196159870436,20.647795983896472
118,59.0,747.4834922625239,1.6336945914105065,15.274738784895286,1.5626496671833734,1.247627155744238,2.102201613950919,1.1,0.0,5.0,26.147887580397086,502.0551945776873,454.81814761283925,55.91250016870331,20.759006112750576
119,59.5,754.7448525416055,-1.5040364534639838,14.522720558163293,1.5608845735274643,1.2463223740244092,2.1002349954395347,1.1,0.0,5.0,25.770669050228864,499.3271148166929,454.61856645625926,55.684285591816966,21.00938074047616
120,60.0,762.3731943120193,1.467925965328579,15.256683540827582,1.5619741429665195,1.2449237186066884,2.101153420979242,1.1,0.0,5.0,26.503247247235315,496.39672707826185,454.5194868343652,55.45741033173917,21.120494855082
121,60.5,769.635741354794,-1.4631789105563744,14.525094085549394,1.5602061039989439,1.243649630260649,2.099180184120694,1.1,0.0,5.0,26.164280043195916,493.7217858643825,454.3464910772818,55.23175763810971,21.342946665778012
122,61.0,777.1712399776894,1.0918063204825366,15.070997245790663,1.5613583451423085,1.2422839601358544,2.100198141367839,1.1,0.0,5.0,26.899576326661112,490.84858819953763,454.16420624067854,55.00741812289564,21.537189062635036
123,61.5,784.6158883329954,-0.36340107035745994,14.889296710611934,1.5610326420020662,1.24101351117754,2.09969297353242,1.1,0.0,5.0,26.52350936297295,488.17006023749883,453.9926656524985,54.78430281343247,21.759480975319097
124,62.0,792.1468534683436,0.3452671201688986,15.061930270696383,1.560599878181317,1.239734161886412,2.099021851601013,1.1,0.0,5.0,26.71339575116305,485.467143688672,453.82936724287936,54.56242285638306,21.953770588811093
125,62.5,799.6737585826077,-0.01624008433655888,15.053810228528103,1.56022511756289,1.2384993252933156,2.098440769978217,1.1,0.0,5.0,26.964992531516614,482.8528170803885,453.74711649771825,54.34173776222623,22.06486417386391
126,63.0,807.0552412224998,-0.5816898974874611,14.762965279784373,1.560041361357191,1.2372789094555214,2.0981558789950667,1.1,0.0,5.0,27.1831737415505,480.2636595346677,453.555259823731,54.12223602758715,22.286735033760575
